     21 [CAL|AMD Radeon Pro Vega 56 Compute Engine|1|
     21 [CAL|67EF:CF|1|
     20 [CAL|Radeon RX 560 Series|3|
     20 [CAL|Mullins|2|
     20 [CAL|ATI Radeon HD 6490M|1|
     20 [CAL|AMD Radeon(TM) R7 250|1|
     20 [CAL|AMD Radeon R9 200 / HD 7900 Series|2|
     20 [CAL|AMD Radeon R5 Graphics|1|
     19 [CAL|AMD Radeon(TM) R9 270|1|
     19 [CAL|AMD Radeon (TM) R7 M360|1|
     19 [CAL|AMD Radeon R9 M290 Compute Engine|1|
     19 [CAL|AMD Radeon R7 M340|1|
     19 [CAL|AMD Radeon Pro Vega 64 Compute Engine|1|
     19 [CAL|AMD Radeon HD 6790/6850/6870 series (Barts)|2|
     18 [CAL|Tahiti|2|
     18 [CAL|Ellesmere|2|
     18 [CAL|AMD Radeon R5 430|1|
     18 [CAL|AMD Radeon R5 330|1|
     18 [CAL|AMD Radeon HD 8210|1|
     17 [CAL|ATI Radeon HD 5770|2|
     17 [CAL|AMD Radeon (TM) RX 580|1|
     17 [CAL|AMD Radeon (TM) RX 570|1|
     17 [CAL|AMD Radeon (TM) R9 390 Series|2|
     17 [CAL|AMD Radeon R7 M265|1|
     17 [CAL|AMD Radeon R7 200 Series|2|
     17 [CAL|AMD Radeon HD (unknown)|1|
     17 [CAL|AMD Radeon HD 7870/7950/7970/R9 280X series (Tahiti)|2|
     17 [CAL|AMD Radeon HD 7770 GHz Edition|1|
     17 [CAL|AMD Radeon HD 7700/R7 250X/R9 255 series (Capeverde)|2|
     17 [CAL|AMD FirePro W2100|1|
     16 [CAL|Radeon RX 560|1|
     16 [CAL|Fiji|1|
     16 [CAL|AMD Radeon R7 M370|1|
     16 [CAL|AMD FirePro W4170M (FireGL V)|1|
     15 [CAL|Radeon(TM) RX 580|1|
     15 [CAL|AMD Radeon (TM) RX 460 Graphics|1|
     15 [CAL|AMD Radeon R5|1|
     14 [CAL|Radeon (TM) 530|1|
     14 [CAL|ATI Radeon HD5800 series (Cypress)|1|
     14 [CAL|AMD Radeon (TM) RX 560|1|
     14 [CAL|AMD Radeon (TM) RX 480 Graphics|1|
     14 [CAL|AMD Radeon (TM) R9 380 Series|2|
     14 [CAL|AMD Radeon HD 8730M|1|
     14 [CAL|AMD Radeon HD 8570M|1|
     14 [CAL|AMD Radeon HD 8570 Graphics|1|
     14 [CAL|AMD Radeon HD 8250|1|
     14 [CAL|AMD Radeon HD 7950 Compute Engine|1|
     13 [CAL|Radeon Vega Frontier Edition|1|
     13 [CAL|Radeon RX 580 Series|6|
     13 [CAL|AMD Radeon (TM) R9 Fury Series|2|
     13 [CAL|AMD Radeon(TM) R9 290X|1|
     12 [CAL|AMD RadeonT R5 430|1|
     12 [CAL|AMD Radeon(TM) RX 560 Series|1|
     12 [CAL|AMD Radeon (TM) R7 M340|1|
     12 [CAL|AMD Radeon (TM) R5 M335|1|
     12 [CAL|AMD Radeon R9 200 / HD 7900 Series|3|
     12 [CAL|AMD Radeon R6 Graphics|1|
     12 [CAL|AMD Radeon HD Tahiti XT Prototype Compute Engine|1|
     12 [CAL|AMD Radeon HD8350|1|
     12 [CAL|AMD Radeon HD 6350/6450/7450/7470 series (Caicos)|2|
     11 [CAL|Radeon (TM) RX 470 Graphics|2|
     11 [CAL|Radeon RX 570 Series|3|
     11 [CAL|ATI Radeon HD 3800 (RV670)|2|
     11 [CAL|AMD Radeon(TM) R8 M445DX|2|
     11 [CAL|AMD Radeon R7 Series|1|
     11 [CAL|AMD Radeon R7 450|1|
     11 [CAL|AMD Radeon R5 M240|1|
     11 [CAL|AMD Radeon HD 8500M|1|
     11 [CAL|AMD Radeon HD 7870/7950/7970/R9 280/R9 280X series (Tahiti)|3|
     11 [CAL|AMD FirePro M4150|1|
     10 [CAL|Radeon(TM) RX 560 Graphics|1|
     10 [CAL|ATI unknown|2|
     10 [CAL|ATI Radeon HD 2300/2400/3200/4200 (RV610)|2|
     10 [CAL|AMD Radeon (TM) R9 370|1|
     10 [CAL|AMD Radeon(TM) R7 M360|1|
     10 [CAL|AMD Radeon(TM) R7 Graphics|2|
     10 [CAL|AMD Radeon R7 M365X|1|
     10 [CAL|AMD Radeon HD 8690M|1|
     10 [CAL|AMD FirePro W4100|1|
      9 [CAL|Radeon RX 550 Series|2|
      9 [CAL|AMD Radeon(TM) Vega 8 Graphics|1|
      9 [CAL|AMD Radeon (TM) R7 M370|1|
      9 [CAL|AMD Radeon(TM) R5 Graphics|2|
      9 [CAL|AMD Radeon R9 M370X Compute Engine|1|-
      9 [CAL|AMD Radeon R7 M270|1|
      9 [CAL|AMD Radeon HD 7870/7950/7970/R9 280/R9 280X series (Tahiti)|4|
      9 [CAL|AMD Radeon HD 7850/7870 series (Pitcairn)|3|
      9 [CAL|AMD FirePro W2100 (FireGL V) Graphics Adapter|1|
      8 [CAL|Radeon (TM) RX 550|1|
      8 [CAL|Radeon (TM) R7 M440|1|
      8 [CAL|Radeon RX 570 Series|6|
      8 [CAL|Radeon 500 Series|1|
      8 [CAL|Hawaii|2|
      8 [CAL|gfx900|1|
      8 [CAL|Capeverde|2|
      8 [CAL|Baffin|2|
      8 [CAL|ATI Radeon HD 5500/5600 series (Redwood)|2|
      8 [CAL|AMD Radeon (TM) RX 460 Graphics|2|
      8 [CAL|AMD Radeon (TM) R7 M460|1|
      8 [CAL|AMD Radeon(TM) R5 240|2|
      8 [CAL|AMD Radeon (TM) HD 8750M|1|
      8 [CAL|AMD Radeon(TM) 530|1|
      8 [CAL|AMD Radeon R9 M275X|1|
      8 [CAL|AMD Radeon R9 200 Series|4|
      8 [CAL|AMD Radeon R7 A360|1|
      8 [CAL|AMD Radeon HD 7700 Series|2|
      8 [CAL|AMD Radeon HD 6570/6670/7570/7670 series (Turks)|3|
      8 [CAL|AMD Radeon HD 6300 series (Caicos)|1|
      8 [CAL|AMD JUNIPER (DRM 2.50.0 / 4.13.0-37-generic, LLVM 5.0.0)|1|
      7 [CAL|Radeon (TM) RX 470 Graphics|3|
      7 [CAL|Radeon(TM) RX 460 Graphics|2|
      7 [CAL|Radeon RX Vega|2|
      7 [CAL|Radeon RX 580 Series|5|
      7 [CAL|Radeon RX 560 Series|4|
      7 [CAL|ATI Radeon HD 5x00 series (Cedar)|1|
      7 [CAL|ATI Radeon HD 4700/4800 (RV740/RV770)|2|
      7 [CAL|AMD Radeon (TM) RX 460|1|
      7 [CAL|AMD Radeon (TM) R9 255|1|
      7 [CAL|AMD Radeon (TM) R7 350|1|
      7 [CAL|AMD Radeon (TM) R6 Graphics|1|
      7 [CAL|AMD Radeon R9 M200X Series|1|
      7 [CAL|AMD Radeon R6|1|
      7 [CAL|AMD Radeon HD 8500M Series|1|
      7 [CAL|AMD Radeon HD 7870/7950/7970/R9 280/R9 280X series (Tahiti)|8|
      7 [CAL|AMD Radeon HD 7790 series (Bonaire)|1|
      7 [CAL|AMD KABINI (DRM 2.50.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
      7 [CAL|AMD FirePro W2100 Graphics Adapter|1|
      7 [CAL|AMD CARRIZO (DRM 3.18.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
      7 [CAL|67FF:CF|3|
      6 [CAL|Radeon RX 580 Series|4|
      6 [CAL|ATI Radeon HD 5400 series (Cedar)|2|
      6 [CAL|AMD Radeon (TM) R9 380 Series|6|
      6 [CAL|AMD Radeon(TM) R9 290X|2|
      6 [CAL|AMD Radeon (TM) R7 M260|2|
      6 [CAL|AMD Radeon(TM) R7 Graphics|3|
      6 [CAL|AMD Radeon R7 Graphics + R5 330 Dual Graphics|1|
      6 [CAL|AMD Radeon R5 M445 Series|1|
      6 [CAL|AMD Radeon R5 M200 Series|1|
      6 [CAL|AMD Radeon R5 435|1|
      6 [CAL|AMD Radeon HD - FirePro D300 Compute Engine|2|-
      6 [CAL|AMD Radeon HD 8750M|2|
      6 [CAL|AMD Radeon HD 7700 series (Cape Verde)|1|
      6 [CAL|AMD Radeon HD 7700M Series|1|
      6 [CAL|AMD FirePro W5130M|1|
      6 [CAL|AMD FirePro W5100 Graphics Adapter|1|
      6 [CAL|AMD FirePro W5100 (FireGL V) Graphics Adapter|1|
      6 [CAL|AMD FirePro W5100|1|
      6 [CAL|AMD FirePro M6100|1|
      6 [CAL|AMD BONAIRE (DRM 2.50.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
      5 [CAL|Radeon (TM) RX 480 Graphics|4|
      5 [CAL|Radeon (TM) RX 480 Graphics|3|
      5 [CAL|Radeon RX 580 Series|3|
      5 [CAL|Radeon Pro 580|1|
      5 [CAL|Ellesmere|6|
      5 [CAL|ATI Radeon HD 5800 series (Cypress)|1|
      5 [CAL|ATI Radeon HD 2900 (RV600)|1|
      5 [CAL|ASUS R7 250X Series|1|
      5 [CAL|AMD Radeon (TM) RX 580|4|
      5 [CAL|AMD Radeon (TM) R9 M360|1|
      5 [CAL|AMD Radeon (TM) R7 M260|1|
      5 [CAL|AMD Radeon(TM) R7 200 Series Graphics|1|
      5 [CAL|AMD Radeon (TM) 535DX|2|
      5 [CAL|AMD Radeon RX Vega 64|1|
      5 [CAL|AMD Radeon R9 M395 Compute Engine|1|-
      5 [CAL|AMD Radeon R7 350 Series|1|
      5 [CAL|AMD Radeon R7 240 Series|1|
      5 [CAL|AMD Radeon  R2 Series|1|
      5 [CAL|AMD Radeon HD Pitcairn PRO Prototype Compute Engine|1|
      5 [CAL|AMD Radeon HD 8280|1|
      5 [CAL|AMD Radeon HD 7800 Series|6|
      5 [CAL|AMD Radeon HD 7400/7500/7600 series (Trinity)|1|
      5 [CAL|AMD Radeon HD 6x00 series (Turks)|1|
      5 [CAL|AMD Radeon HD 6900 series (Cayman)|4|
      5 [CAL|AMD Radeon HD 6350/6450/7450/7470/R5 230 series (Caicos)|4|
      5 [CAL|AMD Radeon HD 6350/6450/7450/7470/R5 230 series (Caicos)|3|
      5 [CAL|AMD FirePro W8100|1|
      5 [CAL|AMD FirePro W7100|1|
      5 [CAL|AMD Firepro W4190M|1|
      5 [CAL|AMD FirePro (TM) W4190M|1|
      4 [CAL|Radeon (TM) RX 480 Graphics|5|
      4 [CAL|Radeon (TM) R9 M470X|1|
      4 [CAL|Radeon RX 580 Series (AMD POLARIS10 / DRM 3.18.0 / 4.13.0-39-generic, LLVM 5.0.0)|1|
      4 [CAL|Radeon RX 580 Series (AMD POLARIS10 / DRM 3.18.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
