     51    Intel(R) Core(TM) i7-4771 CPU @ 3.50GHz
     51    Intel(R) Core(TM) i5-4260U CPU @ 1.40GHz
     51    Intel(R) Core(TM)2 Duo CPU     T8100  @ 2.10GHz
     51    AMD Athlon(tm) II X2 245 Processor 
     50    Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz
     50    Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
     50    Intel(R) Core(TM) i7-3612QM CPU @ 2.10GHz
     50    Intel(R) Core(TM) i5 CPU M 520 @ 2.40GHz
     50    Intel(R) Core(TM) i5-4570T CPU @ 2.90GHz
     50    AMD FX(tm)-8150 Eight-Core Processor 
     49    Intel(R) Xeon(R) CPU E5620 @ 2.40GHz
     49    Intel(R) Pentium(R) CPU  N3700  @ 1.60GHz
     49    Intel(R) Pentium(R) CPU  J2900  @ 2.41GHz
     49    Intel(R) Pentium(R) CPU G3258 @ 3.20GHz
     49    Intel(R) Pentium(R) 4 CPU 2.66GHz
     49    Intel(R) Pentium(R) 4 CPU 1.80GHz
     49    Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz
     49    Intel(R) Core(TM) i7-2720QM CPU @ 2.20GHz
     49    Intel(R) Core(TM)2 CPU         T5600  @ 1.83GHz
     48    Intel(R) Xeon(R) CPU           E5420  @ 2.50GHz
     48    Intel(R) Xeon(R) CPU E5-2603 v3 @ 1.60GHz
     48    Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz
     48    Intel(R) Core(TM) i7-4800MQ CPU @ 2.70GHz
     48    Intel(R) Core(TM) i7-2600S CPU @ 2.80GHz
     48    AMD Athlon(tm) II X2 260 Processor 
     48    AMD Athlon(tm) II P320 Dual-Core Processor 
     48    AMD Athlon(tm) 64 X2 Dual Core Processor 4800+ 
     47    Intel(R) Atom(TM) CPU N450   @ 1.66GHz
     47    Common KVM processor 
     47    AMD FX(tm)-8300 Eight-Core Processor 
     47    AMD FX-8320E Eight-Core Processor 
     47    AMD A6-7310 APU with AMD Radeon R4 Graphics     
     46    Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz
     46    Intel(R) Core(TM) i5 CPU       M 540  @ 2.53GHz
     46    Intel(R) Core(TM) i5-2415M CPU @ 2.30GHz
     46    Intel(R) Core(TM)2 Duo CPU     T5750  @ 2.00GHz
     46    Intel(R) Core(TM)2 Duo CPU P8700 @ 2.53GHz
     46    Intel(R) Celeron(R) CPU G3900 @ 2.80GHz
     45    Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
     45    Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz
     45    Intel(R) Pentium(R) 4 CPU 3.06GHz
     45    Intel(R) Core(TM) i5-4278U CPU @ 2.60GHz
     45    Intel(R) Core(TM)2 CPU          6420  @ 2.13GHz
     45    Intel(R) Celeron(R) CPU  J3060  @ 1.60GHz
     45    AMD A8-4500M APU with Radeon(tm) HD Graphics    
     45    AMD A6-5200 APU with Radeon(TM) HD Graphics     
     45    AMD A10-5800K APU with Radeon(tm) HD Graphics   
     44    Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz
     44    Intel(R) Xeon(R) CPU @ 2.20GHz
     44    Intel(R) Pentium(R) CPU        P6100  @ 2.00GHz
     44    Intel(R) Pentium(R) CPU  J3710  @ 1.60GHz
     44    Intel(R) Pentium(R) CPU G860 @ 3.00GHz
     44    Intel(R) Core(TM)2 Quad CPU Q9550 @ 2.83GHz
     44    Intel(R) Celeron(R) CPU G1820 @ 2.70GHz
     44    AMD A4-5300 APU with Radeon(tm) HD Graphics     
     43    Intel(R) Xeon(R) CPU           E5645  @ 2.40GHz
     43    Intel(R) Xeon(R) CPU E5-2699 v3 @ 2.30GHz
     43    Intel(R) Xeon(R) CPU E5-2650L v4 @ 1.70GHz
     43    Intel(R) Core(TM) i5-4460T CPU @ 1.90GHz
     43    Intel(R) Celeron(R) CPU        E3300  @ 2.50GHz
     43    Intel(R) Atom(TM) CPU  330   @ 1.60GHz
     43    Genuine Intel(R) CPU           T2400  @ 1.83GHz
     43    AMD Phenom(tm) 9550 Quad-Core Processor 
     43    AMD Opteron(tm) Processor 6134 
     42    Intel(R) Xeon(R) CPU           X5670  @ 2.93GHz
     42    Intel(R) Xeon(R) CPU           E5504  @ 2.00GHz
     42    Intel(R) Pentium(R) Dual  CPU  E2140  @ 1.60GHz
     42    Intel(R) Pentium(R) CPU B940 @ 2.00GHz
     42    Intel(R) Pentium(R) 4 CPU 2.60GHz
     42    Intel(R) Core(TM) i7-3537U CPU @ 2.00GHz
     42    Intel(R) Core(TM)2 Quad CPU    Q8200  @ 2.33GHz
     42    AMD Ryzen 7 1700 Eight-Core Processor           
     42    AMD Athlon(tm) II X4 635 Processor 
     42    AMD A8-7600 Radeon R7, 10 Compute Cores 4C+6G 
     42    AMD A4-4000 APU with Radeon(tm) HD Graphics     
     41    Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz
     41    Intel(R) Xeon(R) CPU E5-1650 v2 @ 3.50GHz
     41    Intel(R) Xeon(R) CPU E3-1245 V2 @ 3.40GHz
     41    Intel(R) Core(TM) i5-4250U CPU @ 1.30GHz
     41    Intel(R) Core(TM)2 Duo CPU     T7100  @ 1.80GHz
     41    Intel(R) Core(TM)2 Duo CPU     E4400  @ 2.00GHz
     41    AMD Sempron(tm) 145 Processor 
     41    AMD A8-6600K APU with Radeon(tm) HD Graphics    
     40    Pentium(R) Dual-Core  CPU      E6300  @ 2.80GHz
     40    Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz
     40    Intel(R) Pentium(R) Dual  CPU  T3400  @ 2.16GHz
     40    Intel(R) Pentium(R) D CPU 3.20GHz
     40    Intel(R) Pentium(R) 4 CPU 2.00GHz
     40    Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz
     40    Intel(R) Core(TM) i5-7600 CPU @ 3.50GHz
     40    Intel(R) Core(TM)2 Duo CPU     T9300  @ 2.50GHz
     40    AMD Athlon(tm) II X2 270 Processor 
     40    AMD Athlon(tm) II P340 Dual-Core Processor 
     40    AMD A4-5000 APU with Radeon(TM) HD Graphics     
     39    Intel(R) Xeon(R) CPU           E5506  @ 2.13GHz
     39    Intel(R) Pentium(R) Dual  CPU  E2220  @ 2.40GHz
     39    Intel(R) Core(TM) i7-6850K CPU @ 3.60GHz
     39    Intel(R) Core(TM) i7-2760QM CPU @ 2.40GHz
     39    Intel(R) Core(TM)2 Duo CPU     T9400  @ 2.53GHz
     38    Intel(R) Xeon(R) CPU           E5320  @ 1.86GHz
     38    Intel(R) Pentium(R) CPU G850 @ 2.90GHz
     38    Intel(R) Core(TM) i5 CPU 650 @ 3.20GHz
     38    Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz
     38    Intel(R) Core(TM) i5-4258U CPU @ 2.40GHz
     38    Intel(R) Core(TM) i3 CPU 540 @ 3.07GHz
     38    AMD Sempron(tm) 140 Processor 
     38    AMD A6-3400M APU with Radeon(tm) HD Graphics 
     38    AMD A10-5800K APU with Radeon(tm) HD Graphics 
     37    Intel(R) Xeon(R) CPU           X5675  @ 3.07GHz
     37    Intel(R) Xeon(R) CPU X5670 @ 2.93GHz
     37    Intel(R) Pentium(R) CPU B970 @ 2.30GHz
     37    Intel(R) Core(TM) i5 CPU       M 450  @ 2.40GHz
     37    Intel(R) Core(TM)2 CPU          6320  @ 1.86GHz
     37    AMD A8-7410 APU with AMD Radeon R5 Graphics 
     36    Intel(R) Xeon(R) CPU           E5405  @ 2.00GHz
     36    Intel(R) Pentium(R) CPU B980 @ 2.40GHz
     36    Intel(R) Core(TM) i5-4200H CPU @ 2.80GHz
     36    Intel(R) Core(TM)2 Duo CPU P7550 @ 2.26GHz
     36    Intel(R) Core(TM)2 Duo CPU E7400 @ 2.80GHz
     35    Intel(R) Xeon(R) CPU X5675 @ 3.07GHz
     35    Intel(R) Xeon(R) CPU E5-2696 v3 @ 2.30GHz
     35    Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz
     35    Intel(R) Core(TM) i7-5600U CPU @ 2.60GHz
     35    Intel(R) Core(TM) i5 CPU         660  @ 3.33GHz
     35    Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz
     35    Intel(R) Core(TM) i3 CPU 550 @ 3.20GHz
     35    Intel(R) Core(TM)2 Duo CPU     T9600  @ 2.80GHz
     35    AMD Turion(tm) 64 X2 Mobile Technology TL-60 
     35    AMD Phenom(tm) 9950 Quad-Core Processor 
     35    AMD E2-1800 APU with Radeon(tm) HD Graphics 
     35    AMD Athlon(tm) II X3 450 Processor 
     34    Intel(R) Xeon(TM) CPU 2.80GHz
     34    Intel(R) Xeon(R) CPU E3-1220 v3 @ 3.10GHz
     34    Intel(R) Pentium(R) M processor 1.60GHz
     34    Intel(R) Pentium(R) CPU G3420 @ 3.20GHz
     34    Intel(R) Core(TM) i3-3210 CPU @ 3.20GHz
     34    Intel(R) Core(TM)2 Quad CPU Q9400 @ 2.66GHz
     34    Intel(R) Core(TM)2 Duo CPU     E8300  @ 2.83GHz
     34    Intel(R) Celeron(R) CPU 2.80GHz
     34    Intel Core Processor (Haswell, no TSX, IBRS) 
     34    Genuine Intel(R) CPU            2140  @ 1.60GHz
     34    AMD Phenom(tm) 9850 Quad-Core Processor 
     33    Intel(R) Pentium(R) CPU 2117U @ 1.80GHz
     33    Intel(R) Core(TM) i7-6820HK CPU @ 2.70GHz
     33    Intel(R) Core(TM) i5 CPU M 540 @ 2.53GHz
     33    Intel(R) Core(TM) i5-8600K CPU @ 3.60GHz
     33    Intel(R) Core(TM) i5-6500T CPU @ 2.50GHz
     33    Intel(R) Core(TM) i3-4000M CPU @ 2.40GHz
     33    Intel(R) Core(TM)2 Duo CPU     T8300  @ 2.40GHz
     33    Intel(R) Core(TM)2 Duo CPU E8500 @ 3.16GHz
     33    AMD Athlon(tm) X4 860K Quad Core Processor      
     33    AMD Athlon(tm) II X3 445 Processor 
     33    AMD A6-3420M APU with Radeon(tm) HD Graphics 
     32    Intel(R) Xeon(TM) CPU 3.00GHz
     32    Intel(R) Xeon(R) CPU           X5660  @ 2.80GHz
     32    Intel(R) Xeon(R) CPU           W3520  @ 2.67GHz
     32    Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz
     32    Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
     32    Intel(R) Core(TM) i7-3960X CPU @ 3.30GHz
     32    Intel(R) Core(TM) i5 CPU 760 @ 2.80GHz
     32    Intel(R) Core(TM) i5-2435M CPU @ 2.40GHz
     32    Intel(R) Core(TM)2 Quad CPU Q8200 @ 2.33GHz
     32    Intel(R) Core(TM)2 Duo CPU E4500 @ 2.20GHz
     32    AMD Phenom(tm) 9500 Quad-Core Processor 
     32    AMD Opteron(TM) Processor 6276 
     32    AMD E1-2500 APU with Radeon(TM) HD Graphics     
     32    AMD A8-7650K Radeon R7, 10 Compute Cores 4C+6G  
     32    AMD A6-5400K APU with Radeon(tm) HD Graphics    
     32    AMD A10-7860K Radeon R7, 12 Compute Cores 4C+8G 
     31    Intel(R) Xeon(R) CPU           X5550  @ 2.67GHz
     31    Intel(R) Xeon(R) CPU E5520 @ 2.27GHz
     31    Intel(R) Core(TM) i7 CPU M 620 @ 2.67GHz
     31    Intel(R) Core(TM) i5-4570R CPU @ 2.70GHz
     31    Intel(R) Core(TM) i3-3227U CPU @ 1.90GHz
     31    Intel(R) Core(TM)2 Duo CPU     P7450  @ 2.13GHz
     31    Intel(R) Core(TM)2 Duo CPU     P7350  @ 2.00GHz
     31    Intel(R) Celeron(R) CPU  N3060  @ 1.60GHz
     31    Intel(R) Celeron(R) CPU G550 @ 2.60GHz
     31    Intel(R) Celeron(R) CPU 1007U @ 1.50GHz
     31    Intel(R) Atom(TM) CPU Z3735F @ 1.33GHz
     31    Intel(R) Atom(TM) CPU D525   @ 1.80GHz
     31    AMD Phenom(tm) II X2 555 Processor 
     31    AMD Phenom(tm) 9650 Quad-Core Processor 
     31    AMD FX(tm)-4100 Quad-Core Processor 
     31    AMD Athlon(tm) II Dual-Core M320 
     31    AMD Athlon(tm) 5350 APU with Radeon(tm) R3      
     30    Intel Xeon E312xx (Sandy Bridge) 
     30    Intel(R) Xeon(R) CPU           E5430  @ 2.66GHz
     30    Intel(R) Xeon(R) CPU E5-2690 0 @ 2.90GHz
     30    Intel(R) Core(TM)2 Duo CPU     T5450  @ 1.66GHz
     30    Intel(R) Celeron(R) 2957U @ 1.40GHz
     30    Intel(R) Atom(TM) CPU  Z3735F @ 1.33GHz
     30    AMD FX-8370 Eight-Core Processor 
     30    AMD Athlon(tm) II X4 645 Processor 
     30    AMD A6-3620 APU with Radeon(tm) HD Graphics 
     30    AMD A10-6700 APU with Radeon(tm) HD Graphics    
     29    Intel(R) Xeon(R) CPU E5-2630 0 @ 2.30GHz
     29    Intel(R) Core(TM) i5-3470T CPU @ 2.90GHz
     29    Intel(R) Core(TM) i5-3360M CPU @ 2.80GHz
     29    Intel(R) Core(TM) i3 CPU M 370 @ 2.40GHz
     29    Intel(R) Core(TM) i3-6098P CPU @ 3.60GHz
     29    Intel(R) Core(TM)2 Duo CPU T7700 @ 2.40GHz
     29    Intel(R) Core(TM)2 Duo CPU     T5870  @ 2.00GHz
     29    AMD Ryzen 5 1400 Quad-Core Processor 
     29    AMD Phenom(tm) II X4 810 Processor 
     29    AMD FX(tm)-9590 Eight-Core Processor            
     29    AMD C-60 APU with Radeon(tm) HD Graphics 
     29    AMD Athlon(tm) II X3 455 Processor 
     29    AMD Athlon(tm) II X3 440 Processor 
     29    AMD A8-3870 APU with Radeon(tm) HD Graphics 
     28    Intel(R) Xeon(R) CPU W3520 @ 2.67GHz
     28    Intel(R) Xeon(R) CPU E5-2683 v3 @ 2.00GHz
     28    Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz
     28    Intel(R) Pentium(R) Dual  CPU  T2370  @ 1.73GHz
     28    Intel(R) Pentium(R) CPU G2010 @ 2.80GHz
     28    Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz
     28    Intel(R) Core(TM) i7-4650U CPU @ 1.70GHz
     28    Intel(R) Core(TM) i3-4330 CPU @ 3.50GHz
     28    Intel(R) Core(TM) i3-2348M CPU @ 2.30GHz
     28    Intel(R) Core(TM)2 Duo CPU     T5550  @ 1.83GHz
     28    Intel(R) Core(TM)2 Duo CPU     T5250  @ 1.50GHz
     28    AMD Turion(tm) 64 X2 Mobile Technology TL-56 
     28    AMD Phenom(tm) II X6 1075T Processor 
     28    AMD FX(tm)-8300 Eight-Core Processor            
     28    AMD Athlon(tm) X4 740 Quad Core Processor       
     28    AMD A4-6210 APU with AMD Radeon R3 Graphics     
     28    AMD A4-3300M APU with Radeon(tm) HD Graphics 
     27    Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz
     27    Intel(R) Xeon(R) CPU E3-1225 v3 @ 3.20GHz
     27    Intel(R) Pentium(R) M processor 2.00GHz
     27    Intel(R) Pentium(R) CPU G640 @ 2.80GHz
     27    Intel(R) Pentium(R) CPU G4600 @ 3.60GHz
     27    Intel(R) Core(TM) i7-7700T CPU @ 2.90GHz
     27    Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz
     27    Intel(R) Celeron(R) CPU G540 @ 2.50GHz
     27    Intel(R) Celeron(R) CPU B800 @ 1.50GHz
     27    Intel(R) Atom(TM) CPU N280   @ 1.66GHz
     27    AMD Ryzen 5 1500X Quad-Core Processor 
     27    AMD Phenom(tm) 9750 Quad-Core Processor 
     27    AMD Opteron(tm) Processor 6174 
     27    AMD C-50 Processor 
     27    AMD Athlon(tm) X4 840 Quad Core Processor       
     27    AMD A4-3300 APU with Radeon(tm) HD Graphics 
     26    Intel(R) Xeon(TM) CPU 3.20GHz
     26    Intel(R) Xeon(R) CPU E5-2620 v2 @ 2.10GHz
     26    Intel(R) Xeon(R) CPU E5-1650 0 @ 3.20GHz
     26    Intel(R) Xeon(R) CPU E31220 @ 3.10GHz
     26    Intel(R) Xeon(R) CPU 5150 @ 2.66GHz
     26    Intel(R) Pentium(R) M processor 1.86GHz
     26    Intel(R) Core(TM) i7 CPU         980  @ 3.33GHz
     26    Intel(R) Core(TM) i7 CPU 930 @ 2.80GHz
     26    Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz
     26    Intel(R) Core(TM) i7-4850HQ CPU @ 2.30GHz
     26    Intel(R) Core(TM) i3-4170T CPU @ 3.20GHz
     26    Intel(R) Core(TM)2 Duo CPU P7350 @ 2.00GHz
     26    Intel(R) Celeron(R) CPU B820 @ 1.70GHz
     26    Intel(R) Atom(TM) CPU N455   @ 1.66GHz
     26    AMD Phenom(tm) II X4 B55 Processor 
     26    AMD Phenom(tm) II X3 720 Processor 
     26    AMD Athlon(tm) II X4 631 Quad-Core Processor 
     26    AMD A8-5600K APU with Radeon(tm) HD Graphics 
     25    Intel(R) Xeon(R) CPU           E5450  @ 3.00GHz
     25    Intel(R) Xeon(R) CPU E3-1241 v3 @ 3.50GHz
     25    Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz
     25    Intel(R) Pentium(R) Dual  CPU  T2390  @ 1.86GHz
     25    Intel(R) Pentium(R) 4 CPU 2.53GHz
     25    Intel(R) Core(TM) i7-5700HQ CPU @ 2.70GHz
     25    Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz
     25    Intel(R) Core(TM) i3 CPU 530 @ 2.93GHz
     25    Intel(R) Core(TM)2 Duo CPU E6750 @ 2.66GHz
     25    Intel(R) Celeron(R) CPU B815 @ 1.60GHz
     25    Genuine Intel(R) CPU            2160  @ 1.80GHz
     25    ARMv7 Processor rev 10 (v7l)
     25    AMD Ryzen 3 1200 Quad-Core Processor 
     25    AMD Phenom(tm) II X2 550 Processor 
     25    AMD E1-6010 APU with AMD Radeon R2 Graphics     
     24    Pentium(R) Dual-Core CPU E5300 @ 2.60GHz
     24    Intel(R) Xeon(R) CPU           E5640  @ 2.67GHz
     24    Intel(R) Core(TM) i7 CPU       X 990  @ 3.47GHz
     24    Intel(R) Core(TM) i5-3340 CPU @ 3.10GHz
     24    Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz
     24    Intel(R) Core(TM)2 Duo CPU T6600 @ 2.20GHz
     24    Intel(R) Celeron(R) CPU N3050 @ 1.60GHz
     24    Intel(R) Celeron(R) CPU 2.40GHz
     24    AMD Ryzen 5 1600 Six-Core Processor             
     24    AMD Phenom(tm) II X6 1035T Processor 
     24    AMD Phenom(tm) II X4 840 Processor 
     24    AMD A10-8700P Radeon R6, 10 Compute Cores 4C+6G 
     24    AMD A10-5700 APU with Radeon(tm) HD Graphics    
     23    Pentium(R) Dual-Core CPU E5400 @ 2.70GHz
     23    Intel(R) Xeon(R) CPU X5660 @ 2.80GHz
     23    Intel(R) Xeon(R) CPU           L5420  @ 2.50GHz
     23    Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
     23    Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz
     23    Intel(R) Pentium(R) Dual  CPU  T3200  @ 2.00GHz
     23    Intel(R) Pentium(R) Dual  CPU  T2330  @ 1.60GHz
     23    Intel(R) Pentium(R) CPU J4205 @ 1.50GHz
     23    Intel(R) Core(TM) i7 CPU Q 720 @ 1.60GHz
     23    Intel(R) Core(TM) i7 CPU         970  @ 3.20GHz
     23    Intel(R) Core(TM) i7-4980HQ CPU @ 2.80GHz
     23    Intel(R) Core(TM) i7-4750HQ CPU @ 2.00GHz
     23    Intel(R) Core(TM) i7-2860QM CPU @ 2.50GHz
     23    Intel(R) Core(TM) i5-4440S CPU @ 2.80GHz
     23    Intel(R) Core(TM) i3-3220T CPU @ 2.80GHz
     23    Intel(R) Core(TM)2 Quad CPU Q8300 @ 2.50GHz
     23    Intel(R) Core(TM)2 Duo CPU     T9550  @ 2.66GHz
     23    Intel(R) Core(TM)2 Duo CPU     T6670  @ 2.20GHz
     23    Intel(R) Celeron(R) CPU B830 @ 1.80GHz
     23    Intel(R) Celeron(R) CPU 2.66GHz
     23    Intel(R) Atom(TM) CPU N570   @ 1.66GHz
     23    Genuine Intel(R) CPU           T2500  @ 2.00GHz
     23    AMD Phenom(tm) 9600 Quad-Core Processor 
     23    AMD FX(tm)-4130 Quad-Core Processor             
     23    AMD Athlon(tm) 7550 Dual-Core Processor 
     23    AMD A6-7400K Radeon R5, 6 Compute Cores 2C+4G   
     23    AMD A6-3650 APU with Radeon(tm) HD Graphics 
     23    AMD A4-3400 APU with Radeon(tm) HD Graphics 
     22    Pentium(R) Dual-Core CPU E5800 @ 3.20GHz
     22    Intel(R) Xeon(TM) CPU 3.40GHz
     22    Intel(R) Xeon(R) CPU           L5630  @ 2.13GHz
     22    Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz
     22    Intel(R) Xeon(R) CPU E5-1620 v3 @ 3.50GHz
     22    Intel(R) Xeon(R) CPU E3-1240 v3 @ 3.40GHz
     22    Intel(R) Pentium(R) CPU  N3530  @ 2.16GHz
     22    Intel(R) Core(TM) i7-3667U CPU @ 2.00GHz
     22    Intel(R) Core(TM) i5-4210H CPU @ 2.90GHz
     22    Intel(R) Core(TM)2 Quad CPU Q9650 @ 3.00GHz
     22    Intel(R) Core(TM)2 Quad CPU Q8400 @ 2.66GHz
     22    Intel(R) Core(TM)2 Duo CPU E8135 @ 2.66GHz
     22    Intel(R) Core(TM)2 Duo CPU     E4700  @ 2.60GHz
     22    Intel(R) Celeron(R) CPU 1017U @ 1.60GHz
     22    AMD FX(tm)-9370 Eight-Core Processor            
     22    AMD FX-8370 Eight-Core Processor                
     22    AMD Athlon(tm) II X3 425 Processor 
     22    AMD A8-4500M APU with Radeon(tm) HD Graphics 
     22    AMD A8-3850 APU with Radeon(tm) HD Graphics 
     22    AMD A6-7310 APU with AMD Radeon R4 Graphics 
     22    AMD A10-7800 Radeon R7, 12 Compute Cores 4C+8G 
     22    AMD A10-7700K Radeon R7, 10 Compute Cores 4C+6G 
     22    AMD A10-4600M APU with Radeon(tm) HD Graphics   
     21    Pentium(R) Dual-Core CPU E5200 @ 2.50GHz
     21    Intel(R) Xeon(R) CPU           W3540  @ 2.93GHz
     21    Intel(R) Xeon(R) CPU           W3503  @ 2.40GHz
     21    Intel(R) Xeon(R) CPU           E5540  @ 2.53GHz
     21    Intel(R) Xeon(R) CPU E3-1246 v3 @ 3.50GHz
     21    Intel(R) Pentium(R) CPU 2127U @ 1.90GHz
     21    Intel(R) Core(TM) i7 CPU 960 @ 3.20GHz
     21    Intel(R) Core(TM) i7-3635QM CPU @ 2.40GHz
     21    Intel(R) Core(TM) i7-2635QM CPU @ 2.00GHz
     21    Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
     21    Intel(R) Core(TM)2 Duo CPU E6550 @ 2.33GHz
     21    Intel(R) Celeron(R) CPU        E1400  @ 2.00GHz
     21    AMD Opteron(tm) Processor 6176 
     21    AMD FX-8320E Eight-Core Processor               
     21    AMD E2-7110 APU with AMD Radeon R2 Graphics     
     21    AMD Athlon(tm) 64 X2 Dual Core Processor 5400+ 
     21    AMD Athlon(tm) 5350 APU with Radeon(tm) R3 
     21    AMD A6-4400M APU with Radeon(tm) HD Graphics    
     20    Intel(R) Xeon(R) CPU L5640 @ 2.27GHz
     20    Intel(R) Xeon(R) CPU E5-2660 v3 @ 2.60GHz
     20    Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz
     20    Intel(R) Xeon(R) CPU E5-2609 v3 @ 1.90GHz
     20    Intel(R) Core(TM) i7-6900K CPU @ 3.20GHz
     20    Intel(R) Core(TM) i5-6402P CPU @ 2.80GHz
     20    Intel(R) Core(TM) i3-4160T CPU @ 3.10GHz
     20    Intel(R) Core(TM)2 Duo CPU P8400 @ 2.26GHz
     20    Intel(R) Core(TM)2 CPU          4400  @ 2.00GHz
     20    Intel(R) Celeron(R) CPU        E1200  @ 1.60GHz
     20    Intel(R) Celeron(R) CPU          430  @ 1.80GHz
     20    Intel(R) Celeron(R) CPU 2.53GHz
     20    Intel(R) Atom(TM) CPU  C2750  @ 2.40GHz
     20    Genuine Intel(R) CPU 0000 @ 2.20GHz
     20    Celeron(R) Dual-Core CPU       T3500  @ 2.10GHz
     20    AMD Phenom(tm) 8650 Triple-Core Processor 
     20    AMD E2-3200 APU with Radeon(tm) HD Graphics 
     20    AMD A6-5200 APU with Radeon(TM) HD Graphics 
     19    Pentium(R) Dual-Core CPU E5700 @ 3.00GHz
     19    Intel(R) Xeon(R) CPU E5-1410 0 @ 2.80GHz
     19    Intel(R) Xeon(R) CPU            5150  @ 2.66GHz
     19    Intel(R) Pentium(R) M processor 1.70GHz
     19    Intel(R) Pentium(R) 3558U @ 1.70GHz
     19    Intel(R) Core(TM) i7-7800X CPU @ 3.50GHz
     19    Intel(R) Core(TM) i5-3380M CPU @ 2.90GHz
     19    Intel(R) Core(TM)2 Quad CPU    Q9500  @ 2.83GHz
     19    Intel(R) Core(TM)2 Quad CPU Q9300 @ 2.50GHz
     19    Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz
     19    Intel(R) Core(TM)2 Duo CPU T6400 @ 2.00GHz
     19    Intel(R) Celeron(R) CPU G3930 @ 2.90GHz
     19    Intel(R) Celeron(R) CPU          420  @ 1.60GHz
     19    Intel(R) Celeron(R) CPU 2.60GHz
     19    Intel(R) Celeron(R) CPU 2.00GHz
     19    Intel(R) Celeron(R) CPU 1005M @ 1.90GHz
     19    ARMv7 Processor rev 2 (v7l) @1512MHz
     19    AMD Turion(tm) 64 X2 Mobile Technology TL-50 
     19    AMD Sempron(tm) Processor 2800+ 
     19    AMD Phenom(tm) II X4 960T Processor 
     19    AMD Phenom(tm) II X4 920 Processor 
     19    AMD Athlon(tm) II X2 B24 Processor 
     19    AMD Athlon(tm) II Dual-Core M300 
     19    AMD A8-6500 APU with Radeon(tm) HD Graphics     
     19    AMD A6-6310 APU with AMD Radeon R4 Graphics 
     19    AMD A4-5000 APU with Radeon(TM) HD Graphics 
     19    AMD A10 PRO-7800B R7, 12 Compute Cores 4C+8G    
     18    Intel(R) Xeon(TM) CPU 3.06GHz
     18    Intel(R) Xeon(R) CPU           X5450  @ 3.00GHz
     18    Intel(R) Xeon(R) CPU E5645 @ 2.40GHz
     18    Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz
     18    Intel(R) Xeon(R) CPU E5-2630L v2 @ 2.40GHz
     18    Intel(R) Xeon(R) CPU E31245 @ 3.30GHz
     18    Intel(R) Xeon(R) CPU E31240 @ 3.30GHz
     18    Intel(R) Pentium(R) CPU  N3710  @ 1.60GHz
     18    Intel(R) Pentium(R) CPU G3220T @ 2.60GHz
     18    Intel(R) Core(TM) m3-6Y30 CPU @ 0.90GHz
     18    Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz
     18    Intel(R) Core(TM) i7-6920HQ CPU @ 2.90GHz
     18    Intel(R) Core(TM) i7-5557U CPU @ 3.10GHz
     18    Intel(R) Core(TM) i5-2467M CPU @ 1.60GHz
     18    Intel(R) Core(TM) i3 CPU M 350 @ 2.27GHz
     18    Intel(R) Core(TM) i3-3240T CPU @ 2.90GHz
     18    Intel(R) Core(TM)2 Duo CPU T7300 @ 2.00GHz
     18    Intel(R) Core(TM)2 Duo CPU E7300 @ 2.66GHz
     18    Intel(R) Celeron(R) CPU 1000M @ 1.80GHz
     18    Genuine Intel(R) CPU             575  @ 2.00GHz
     18    Genuine Intel(R) CPU 0000 @ 2.00GHz
     18    ARMv7 Processor rev 0 (v7l) @1512MHz
     18    AMD Processor model unknown 
     18    AMD Phenom(tm) 8750 Triple-Core Processor 
     18    AMD Opteron(tm) Processor 4171 HE 
